nomor,ruangan,status_prioritas,nama,nik,waktu,status,created_at,updated_at,waktu_dilayani,waktu_total_sistem,riwayat_waktu
A11,poli_umum,20,Emma,9853722833960719,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:38:21,0,56,"[{""waktu"":""0"",""waktu_dilayani"":442,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:16.000000Z""},{""waktu"":""0"",""waktu_dilayani"":956,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:38:17.000000Z""},{""waktu"":""0"",""waktu_dilayani"":478,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:18.000000Z""},{""waktu"":""0"",""waktu_dilayani"":215,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:38:20.000000Z""}]"
A12,poli_umum,20,Oliver,3592308303471025,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:38:25,0,85,"[{""waktu"":""0"",""waktu_dilayani"":420,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:20.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1121,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:38:21.000000Z""},{""waktu"":""0"",""waktu_dilayani"":381,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:23.000000Z""},{""waktu"":""0"",""waktu_dilayani"":476,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:38:24.000000Z""}]"
A13,poli_umum,20,James,5816368893833983,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:38:26,0,70,"[{""waktu"":""0"",""waktu_dilayani"":302,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:22.000000Z""},{""waktu"":""0"",""waktu_dilayani"":976,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:38:23.000000Z""},{""waktu"":""0"",""waktu_dilayani"":376,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:24.000000Z""},{""waktu"":""0"",""waktu_dilayani"":289,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:38:25.000000Z""}]"
A14,poli_umum,1,Alice,3148354477978838,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:38:45,0,1098,"[{""waktu"":""0"",""waktu_dilayani"":567,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:41.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1772,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:38:42.000000Z""},{""waktu"":""0"",""waktu_dilayani"":309,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:43.000000Z""},{""waktu"":""0"",""waktu_dilayani"":195,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:38:44.000000Z""}]"
A15,poli_umum,1,Alice,8066633876964300,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:38:48,0,1079,"[{""waktu"":""0"",""waktu_dilayani"":370,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:44.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1549,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:38:45.000000Z""},{""waktu"":""0"",""waktu_dilayani"":506,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:46.000000Z""},{""waktu"":""0"",""waktu_dilayani"":285,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:38:47.000000Z""}]"
A16,poli_umum,1,Emma,5632260949094279,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:38:49,0,913,"[{""waktu"":""0"",""waktu_dilayani"":402,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:45.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1164,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:38:46.000000Z""},{""waktu"":""0"",""waktu_dilayani"":436,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:47.000000Z""},{""waktu"":""0"",""waktu_dilayani"":390,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:38:48.000000Z""}]"
A17,poli_umum,1,Emily,6281057586759210,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:38:52,0,1182,"[{""waktu"":""0"",""waktu_dilayani"":492,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:48.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1013,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:38:49.000000Z""},{""waktu"":""0"",""waktu_dilayani"":317,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:50.000000Z""},{""waktu"":""0"",""waktu_dilayani"":204,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:38:51.000000Z""}]"
A18,poli_umum,1,Charlie,7620927374194324,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:38:53,0,911,"[{""waktu"":""0"",""waktu_dilayani"":590,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:49.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1557,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:38:50.000000Z""},{""waktu"":""0"",""waktu_dilayani"":496,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:51.000000Z""},{""waktu"":""0"",""waktu_dilayani"":330,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:38:52.000000Z""}]"
A19,poli_umum,1,Sophia,82124763607344,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:38:56,0,983,"[{""waktu"":""0"",""waktu_dilayani"":457,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:52.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1219,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:38:53.000000Z""},{""waktu"":""0"",""waktu_dilayani"":496,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:54.000000Z""},{""waktu"":""0"",""waktu_dilayani"":463,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:38:55.000000Z""}]"
A20,poli_umum,1,Oliver,6507883390928202,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:38:57,0,980,"[{""waktu"":""0"",""waktu_dilayani"":478,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:53.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1150,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:38:54.000000Z""},{""waktu"":""0"",""waktu_dilayani"":600,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:55.000000Z""},{""waktu"":""0"",""waktu_dilayani"":474,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:38:56.000000Z""}]"
A21,poli_umum,1,Bob,6290625917034773,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:39:00,0,1054,"[{""waktu"":""0"",""waktu_dilayani"":487,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:56.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1217,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:38:57.000000Z""},{""waktu"":""0"",""waktu_dilayani"":554,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:58.000000Z""},{""waktu"":""0"",""waktu_dilayani"":342,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:38:59.000000Z""}]"
A22,poli_umum,1,Sophia,9531033538342885,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:39:01,0,1121,"[{""waktu"":""0"",""waktu_dilayani"":522,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:57.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1107,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:38:58.000000Z""},{""waktu"":""0"",""waktu_dilayani"":494,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:38:59.000000Z""},{""waktu"":""0"",""waktu_dilayani"":244,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:39:00.000000Z""}]"
A23,poli_umum,1,Charlie,6120790654932377,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:39:04,0,1130,"[{""waktu"":""0"",""waktu_dilayani"":455,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:00.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1216,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:39:01.000000Z""},{""waktu"":""0"",""waktu_dilayani"":594,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:02.000000Z""},{""waktu"":""0"",""waktu_dilayani"":272,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:39:03.000000Z""}]"
A24,poli_umum,1,Jane,5443854164990956,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:39:05,0,1143,"[{""waktu"":""0"",""waktu_dilayani"":500,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:01.000000Z""},{""waktu"":""0"",""waktu_dilayani"":944,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:39:02.000000Z""},{""waktu"":""0"",""waktu_dilayani"":390,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:03.000000Z""},{""waktu"":""0"",""waktu_dilayani"":417,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:39:04.000000Z""}]"
A25,poli_umum,1,Bob,1362284664175045,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:39:08,0,923,"[{""waktu"":""0"",""waktu_dilayani"":568,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:04.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1162,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:39:05.000000Z""},{""waktu"":""0"",""waktu_dilayani"":535,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:06.000000Z""},{""waktu"":""0"",""waktu_dilayani"":199,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:39:07.000000Z""}]"
A26,poli_umum,1,Alice,8777781575333855,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:39:09,0,916,"[{""waktu"":""0"",""waktu_dilayani"":370,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:05.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1531,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:39:06.000000Z""},{""waktu"":""0"",""waktu_dilayani"":492,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:07.000000Z""},{""waktu"":""0"",""waktu_dilayani"":233,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:39:08.000000Z""}]"
A27,poli_umum,1,Emily,163611664999224,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:39:12,0,1189,"[{""waktu"":""0"",""waktu_dilayani"":599,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:08.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1509,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:39:09.000000Z""},{""waktu"":""0"",""waktu_dilayani"":443,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:10.000000Z""},{""waktu"":""0"",""waktu_dilayani"":257,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:39:11.000000Z""}]"
A28,poli_umum,1,Charlie,9141434934911991,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:39:13,0,931,"[{""waktu"":""0"",""waktu_dilayani"":436,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:09.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1010,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:39:10.000000Z""},{""waktu"":""0"",""waktu_dilayani"":521,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:11.000000Z""},{""waktu"":""0"",""waktu_dilayani"":259,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:39:12.000000Z""}]"
A29,poli_umum,1,James,3594503305226825,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:39:16,0,1130,"[{""waktu"":""0"",""waktu_dilayani"":560,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:12.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1356,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:39:13.000000Z""},{""waktu"":""0"",""waktu_dilayani"":405,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:14.000000Z""},{""waktu"":""0"",""waktu_dilayani"":409,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:39:15.000000Z""}]"
A30,poli_umum,1,Emma,5104323858715149,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:39:17,0,903,"[{""waktu"":""0"",""waktu_dilayani"":569,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:13.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1232,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:39:14.000000Z""},{""waktu"":""0"",""waktu_dilayani"":588,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:15.000000Z""},{""waktu"":""0"",""waktu_dilayani"":182,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:39:16.000000Z""}]"
A31,poli_umum,1,John,716331132512683,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:39:35,0,1139,"[{""waktu"":""0"",""waktu_dilayani"":308,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:16.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1110,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:39:17.000000Z""},{""waktu"":""0"",""waktu_dilayani"":350,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:18.000000Z""},{""waktu"":""0"",""waktu_dilayani"":216,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:39:19.000000Z""}]"
A32,poli_umum,1,Oliver,4503924443392267,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:40:35,0,901,"[{""waktu"":""0"",""waktu_dilayani"":542,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:17.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1181,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:39:18.000000Z""},{""waktu"":""0"",""waktu_dilayani"":490,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:19.000000Z""},{""waktu"":""0"",""waktu_dilayani"":373,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:39:35.000000Z""}]"
A33,poli_umum,1,Emma,1234833189507169,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:42:56,0,920,"[{""waktu"":""0"",""waktu_dilayani"":393,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:39:35.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1586,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:40:35.000000Z""},{""waktu"":""0"",""waktu_dilayani"":301,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:41:35.000000Z""},{""waktu"":""0"",""waktu_dilayani"":398,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:42:35.000000Z""}]"
A34,poli_umum,1,Sophia,4668176333826297,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:42:57,0,1021,"[{""waktu"":""0"",""waktu_dilayani"":575,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:40:35.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1054,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:41:35.000000Z""},{""waktu"":""0"",""waktu_dilayani"":532,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:42:35.000000Z""},{""waktu"":""0"",""waktu_dilayani"":310,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:42:56.000000Z""}]"
A35,poli_umum,1,John,8818249122051868,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:43:00,0,946,"[{""waktu"":""0"",""waktu_dilayani"":486,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:42:56.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1460,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:42:57.000000Z""},{""waktu"":""0"",""waktu_dilayani"":312,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:42:58.000000Z""},{""waktu"":""0"",""waktu_dilayani"":244,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:42:59.000000Z""}]"
A36,poli_umum,1,James,7469514742261311,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:43:01,0,1167,"[{""waktu"":""0"",""waktu_dilayani"":314,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:42:57.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1164,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:42:58.000000Z""},{""waktu"":""0"",""waktu_dilayani"":323,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:42:59.000000Z""},{""waktu"":""0"",""waktu_dilayani"":244,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:43:00.000000Z""}]"
A37,poli_umum,1,Alice,8558193457944807,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:43:06,0,994,"[{""waktu"":""0"",""waktu_dilayani"":433,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:43:00.000000Z""},{""waktu"":""0"",""waktu_dilayani"":946,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:43:01.000000Z""},{""waktu"":""0"",""waktu_dilayani"":553,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:43:04.000000Z""},{""waktu"":""0"",""waktu_dilayani"":185,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:43:04.000000Z""}]"
A38,poli_umum,1,Oliver,686455058978395,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:43:07,0,906,"[{""waktu"":""0"",""waktu_dilayani"":363,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:43:01.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1500,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:43:04.000000Z""},{""waktu"":""0"",""waktu_dilayani"":508,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:43:04.000000Z""},{""waktu"":""0"",""waktu_dilayani"":314,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:43:06.000000Z""}]"
A39,poli_umum,1,Charlie,9026201143930560,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:43:10,0,1056,"[{""waktu"":""0"",""waktu_dilayani"":520,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:43:06.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1794,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:43:07.000000Z""},{""waktu"":""0"",""waktu_dilayani"":371,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:43:08.000000Z""},{""waktu"":""0"",""waktu_dilayani"":197,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:43:09.000000Z""}]"
A40,poli_umum,1,Bob,854562022908078,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:43:11,0,941,"[{""waktu"":""0"",""waktu_dilayani"":500,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:43:07.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1536,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:43:08.000000Z""},{""waktu"":""0"",""waktu_dilayani"":599,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:43:09.000000Z""},{""waktu"":""0"",""waktu_dilayani"":295,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:43:10.000000Z""}]"
A41,poli_umum,1,Charlie,2561873505765025,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:43:14,0,1106,"[{""waktu"":""0"",""waktu_dilayani"":484,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:43:10.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1599,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:43:11.000000Z""},{""waktu"":""0"",""waktu_dilayani"":559,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:43:12.000000Z""},{""waktu"":""0"",""waktu_dilayani"":216,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:43:13.000000Z""}]"
A42,poli_umum,1,Alice,3129525686497891,0,sudah_dilayani,2024-07-15 00:00:00,2024-07-15 14:43:15,0,1085,"[{""waktu"":""0"",""waktu_dilayani"":524,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:43:11.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1440,""ruangan"":""lab"",""updated_at"":""2024-07-15T07:43:12.000000Z""},{""waktu"":""0"",""waktu_dilayani"":493,""ruangan"":""poli_umum"",""updated_at"":""2024-07-15T07:43:13.000000Z""},{""waktu"":""0"",""waktu_dilayani"":342,""ruangan"":""apotik"",""updated_at"":""2024-07-15T07:43:14.000000Z""}]"
