nomor,ruangan,status_prioritas,nama,nik,waktu,status,created_at,updated_at,waktu_dilayani,waktu_total_sistem,riwayat_waktu
A11,poli_umum,4,Emily,4059940592644877,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:35",0,2827,"[{""waktu"":""0"",""waktu_dilayani"":358,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:03.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1628,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:30.000000Z""},{""waktu"":""0"",""waktu_dilayani"":525,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:31.000000Z""},{""waktu"":""0"",""waktu_dilayani"":316,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:34.000000Z""}]"
A12,poli_umum,4,Charlie,3196611695237491,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:37",0,2196,"[{""waktu"":""0"",""waktu_dilayani"":305,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:04.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1103,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:32.000000Z""},{""waktu"":""0"",""waktu_dilayani"":570,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:33.000000Z""},{""waktu"":""0"",""waktu_dilayani"":218,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:36.000000Z""}]"
A13,poli_umum,4,Charlie,5491542782545365,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:39",0,2734,"[{""waktu"":""0"",""waktu_dilayani"":568,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:05.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1230,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:34.000000Z""},{""waktu"":""0"",""waktu_dilayani"":554,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:35.000000Z""},{""waktu"":""0"",""waktu_dilayani"":382,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:38.000000Z""}]"
A14,poli_umum,4,Jane,7973066204433575,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:41",0,2463,"[{""waktu"":""0"",""waktu_dilayani"":387,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:07.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1177,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:36.000000Z""},{""waktu"":""0"",""waktu_dilayani"":540,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:37.000000Z""},{""waktu"":""0"",""waktu_dilayani"":359,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:40.000000Z""}]"
A15,poli_umum,4,Oliver,9369086984664701,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:42",0,2599,"[{""waktu"":""0"",""waktu_dilayani"":406,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:08.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1478,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:37.000000Z""},{""waktu"":""0"",""waktu_dilayani"":403,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:39.000000Z""},{""waktu"":""0"",""waktu_dilayani"":312,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:41.000000Z""}]"
A16,poli_umum,4,Emily,2367612805532389,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:43",0,2489,"[{""waktu"":""0"",""waktu_dilayani"":336,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:09.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1243,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:38.000000Z""},{""waktu"":""0"",""waktu_dilayani"":447,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:40.000000Z""},{""waktu"":""0"",""waktu_dilayani"":463,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:42.000000Z""}]"
A17,poli_umum,4,Emma,7058810632805179,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:44",0,2663,"[{""waktu"":""0"",""waktu_dilayani"":529,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:11.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1345,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:39.000000Z""},{""waktu"":""0"",""waktu_dilayani"":379,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:41.000000Z""},{""waktu"":""0"",""waktu_dilayani"":410,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:43.000000Z""}]"
A18,poli_umum,4,Jane,1996528870334031,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:45",0,2615,"[{""waktu"":""0"",""waktu_dilayani"":508,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:12.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1257,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:40.000000Z""},{""waktu"":""0"",""waktu_dilayani"":377,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:42.000000Z""},{""waktu"":""0"",""waktu_dilayani"":473,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:44.000000Z""}]"
A19,poli_umum,4,Sophia,6381201407216189,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:46",0,1995,"[{""waktu"":""0"",""waktu_dilayani"":539,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:13.000000Z""},{""waktu"":""0"",""waktu_dilayani"":900,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:41.000000Z""},{""waktu"":""0"",""waktu_dilayani"":337,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:43.000000Z""},{""waktu"":""0"",""waktu_dilayani"":219,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:45.000000Z""}]"
A20,poli_umum,4,Jane,3433298298727356,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:47",0,3071,"[{""waktu"":""0"",""waktu_dilayani"":465,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:14.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1735,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:42.000000Z""},{""waktu"":""0"",""waktu_dilayani"":421,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:44.000000Z""},{""waktu"":""0"",""waktu_dilayani"":450,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:46.000000Z""}]"
A21,poli_umum,4,Charlie,1298531011421120,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:48",0,2234,"[{""waktu"":""0"",""waktu_dilayani"":451,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:15.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1151,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:43.000000Z""},{""waktu"":""0"",""waktu_dilayani"":439,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:45.000000Z""},{""waktu"":""0"",""waktu_dilayani"":193,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:47.000000Z""}]"
A22,poli_umum,4,Emma,9823339048897655,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:49",0,2947,"[{""waktu"":""0"",""waktu_dilayani"":561,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:17.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1420,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:44.000000Z""},{""waktu"":""0"",""waktu_dilayani"":488,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:46.000000Z""},{""waktu"":""0"",""waktu_dilayani"":478,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:48.000000Z""}]"
A23,poli_umum,4,Jane,0507926182692068,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:50",0,2757,"[{""waktu"":""0"",""waktu_dilayani"":575,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:18.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1538,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:45.000000Z""},{""waktu"":""0"",""waktu_dilayani"":447,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:47.000000Z""},{""waktu"":""0"",""waktu_dilayani"":197,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:49.000000Z""}]"
A24,poli_umum,4,James,5741553343107093,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:51",0,2311,"[{""waktu"":""0"",""waktu_dilayani"":344,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:20.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1106,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:46.000000Z""},{""waktu"":""0"",""waktu_dilayani"":511,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:48.000000Z""},{""waktu"":""0"",""waktu_dilayani"":350,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:50.000000Z""}]"
A25,poli_umum,4,Emma,4813269971239760,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:52",0,2609,"[{""waktu"":""0"",""waktu_dilayani"":426,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:21.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1572,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:47.000000Z""},{""waktu"":""0"",""waktu_dilayani"":334,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:49.000000Z""},{""waktu"":""0"",""waktu_dilayani"":277,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:51.000000Z""}]"
A26,poli_umum,4,Oliver,4580926879168092,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:53",0,2110,"[{""waktu"":""0"",""waktu_dilayani"":489,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:23.000000Z""},{""waktu"":""0"",""waktu_dilayani"":928,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:48.000000Z""},{""waktu"":""0"",""waktu_dilayani"":488,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:50.000000Z""},{""waktu"":""0"",""waktu_dilayani"":205,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:52.000000Z""}]"
A27,poli_umum,4,Jane,9958278173796969,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:54",0,2811,"[{""waktu"":""0"",""waktu_dilayani"":410,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:24.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1763,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:49.000000Z""},{""waktu"":""0"",""waktu_dilayani"":426,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:51.000000Z""},{""waktu"":""0"",""waktu_dilayani"":212,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:53.000000Z""}]"
A28,poli_umum,4,Charlie,1072908214383628,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:55",0,2758,"[{""waktu"":""0"",""waktu_dilayani"":561,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:25.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1422,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:50.000000Z""},{""waktu"":""0"",""waktu_dilayani"":563,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:52.000000Z""},{""waktu"":""0"",""waktu_dilayani"":212,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:54.000000Z""}]"
A29,poli_umum,4,James,7612044420408510,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:56",0,2597,"[{""waktu"":""0"",""waktu_dilayani"":441,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:26.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1378,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:51.000000Z""},{""waktu"":""0"",""waktu_dilayani"":489,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:53.000000Z""},{""waktu"":""0"",""waktu_dilayani"":289,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:55.000000Z""}]"
A30,poli_umum,4,James,8759807774435685,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:57",0,2552,"[{""waktu"":""0"",""waktu_dilayani"":589,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:28.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1359,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:52.000000Z""},{""waktu"":""0"",""waktu_dilayani"":370,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:54.000000Z""},{""waktu"":""0"",""waktu_dilayani"":234,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:56.000000Z""}]"
A31,poli_umum,4,Emily,4206809019942818,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:58",0,2281,"[{""waktu"":""0"",""waktu_dilayani"":410,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:30.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1137,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:53.000000Z""},{""waktu"":""0"",""waktu_dilayani"":413,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:55.000000Z""},{""waktu"":""0"",""waktu_dilayani"":321,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:57.000000Z""}]"
A32,poli_umum,4,Charlie,0050245968516173,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:07:59",0,2220,"[{""waktu"":""0"",""waktu_dilayani"":385,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:32.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1114,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:54.000000Z""},{""waktu"":""0"",""waktu_dilayani"":307,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:56.000000Z""},{""waktu"":""0"",""waktu_dilayani"":414,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:58.000000Z""}]"
A33,poli_umum,4,Bob,1914160727400309,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:08:00",0,3028,"[{""waktu"":""0"",""waktu_dilayani"":415,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:34.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1739,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:55.000000Z""},{""waktu"":""0"",""waktu_dilayani"":437,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:57.000000Z""},{""waktu"":""0"",""waktu_dilayani"":437,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:07:59.000000Z""}]"
A34,poli_umum,4,Alice,8994345971127274,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:08:01",0,2077,"[{""waktu"":""0"",""waktu_dilayani"":549,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:36.000000Z""},{""waktu"":""0"",""waktu_dilayani"":945,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:56.000000Z""},{""waktu"":""0"",""waktu_dilayani"":324,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:58.000000Z""},{""waktu"":""0"",""waktu_dilayani"":259,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:08:00.000000Z""}]"
A35,poli_umum,4,Alice,4751235121803414,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:08:02",0,2693,"[{""waktu"":""0"",""waktu_dilayani"":458,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:38.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1551,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:07:57.000000Z""},{""waktu"":""0"",""waktu_dilayani"":309,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:07:59.000000Z""},{""waktu"":""0"",""waktu_dilayani"":375,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:08:01.000000Z""}]"
A36,poli_umum,4,Alice,1823672458556976,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:08:04",0,2442,"[{""waktu"":""0"",""waktu_dilayani"":444,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:08:00.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1233,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:08:01.000000Z""},{""waktu"":""0"",""waktu_dilayani"":349,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:08:02.000000Z""},{""waktu"":""0"",""waktu_dilayani"":416,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:08:03.000000Z""}]"
A37,poli_umum,4,Emily,4716914266327255,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:08:06",0,2787,"[{""waktu"":""0"",""waktu_dilayani"":561,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:08:01.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1401,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:08:02.000000Z""},{""waktu"":""0"",""waktu_dilayani"":459,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:08:04.000000Z""},{""waktu"":""0"",""waktu_dilayani"":366,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:08:05.000000Z""}]"
A38,poli_umum,4,Sophia,7879348513410566,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:08:08",0,2659,"[{""waktu"":""0"",""waktu_dilayani"":522,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:08:03.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1280,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:08:04.000000Z""},{""waktu"":""0"",""waktu_dilayani"":465,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:08:06.000000Z""},{""waktu"":""0"",""waktu_dilayani"":392,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:08:07.000000Z""}]"
A39,poli_umum,4,Emily,2437320285817259,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:08:10",0,2695,"[{""waktu"":""0"",""waktu_dilayani"":588,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:08:05.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1234,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:08:06.000000Z""},{""waktu"":""0"",""waktu_dilayani"":573,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:08:08.000000Z""},{""waktu"":""0"",""waktu_dilayani"":300,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:08:09.000000Z""}]"
A40,poli_umum,4,Bob,5944648814840913,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:08:12",0,3080,"[{""waktu"":""0"",""waktu_dilayani"":443,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:08:07.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1724,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:08:08.000000Z""},{""waktu"":""0"",""waktu_dilayani"":509,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:08:10.000000Z""},{""waktu"":""0"",""waktu_dilayani"":404,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:08:11.000000Z""}]"
A41,poli_umum,4,Emma,9474740694977747,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:08:14",0,2605,"[{""waktu"":""0"",""waktu_dilayani"":556,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:08:09.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1166,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:08:10.000000Z""},{""waktu"":""0"",""waktu_dilayani"":579,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:08:12.000000Z""},{""waktu"":""0"",""waktu_dilayani"":304,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:08:13.000000Z""}]"
A42,poli_umum,4,Bob,5215415500582830,0,sudah_dilayani,"2024-05-31 00:00:00","2024-05-31 15:08:16",0,2521,"[{""waktu"":""0"",""waktu_dilayani"":308,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:08:11.000000Z""},{""waktu"":""0"",""waktu_dilayani"":1337,""ruangan"":""lab"",""updated_at"":""2024-05-31T08:08:12.000000Z""},{""waktu"":""0"",""waktu_dilayani"":519,""ruangan"":""poli_umum"",""updated_at"":""2024-05-31T08:08:14.000000Z""},{""waktu"":""0"",""waktu_dilayani"":357,""ruangan"":""apotik"",""updated_at"":""2024-05-31T08:08:15.000000Z""}]"
